,dimension_1,dimension_2,dimension_3
item_689,1.84918,3.27931,1.74304
item_690,3.68769,-0.347018,5.45068
item_691,-0.947165,0.189566,3.46979
item_692,-3.22534,-5.24976,0.80439
item_693,0.736536,-1.41166,-5.26552
item_694,3.27807,3.52987,2.14981
item_695,-1.60441,1.57132,2.99662
item_696,0.0355619,1.8796,5.01111
item_697,1.52904,3.48564,2.02297
item_698,0.336336,0.324378,-5.64303
item_699,-4.13128,-5.11359,1.50067
item_700,-0.162193,0.037904,4.27283
item_701,0.415689,0.771041,-5.16521
item_702,-5.19062,1.80832,-1.74886
item_703,3.26188,-1.18461,5.61424
item_704,2.91053,1.42279,-4.94466
item_705,3.93613,2.99151,2.87446
item_706,-0.919174,3.67045,2.40176
item_707,0.857109,-2.21741,-5.37076
item_708,1.39854,1.18165,-4.62935
item_709,-1.62187,1.66965,3.09757
item_710,3.85795,-0.522201,5.49224
item_711,-7.30474,-3.44822,2.18228
item_712,-2.86234,-5.78265,0.775068
item_713,3.05241,0.172816,5.00297
item_714,3.24611,3.39906,2.94613
item_715,2.33408,3.54148,1.85909
item_716,0.106332,1.77749,4.88767
item_717,3.08654,3.21142,2.68986
item_718,0.0660317,0.826903,-5.6645
item_719,1.94075,-1.4066,-4.49294
item_720,-0.483025,-0.191625,3.86133
item_721,-6.92996,-2.98815,2.07089
item_722,-4.80909,2.2429,-1.28093
item_723,-0.933775,-0.0963282,3.67117
item_724,2.81917,2.15626,-4.84778
item_725,3.38858,-0.252183,-4.22423
item_726,-0.981633,3.61583,2.48716
item_727,-1.31602,1.33044,2.95265
item_728,1.33336,0.822825,-4.86604
item_729,2.669,1.81263,-3.86362
item_730,0.316187,0.305188,-5.64708
item_731,2.87259,0.025033,-3.50297
item_732,0.0850215,1.9061,4.90163
item_733,1.9378,3.6068,1.88371
item_734,4.35807,-0.383028,5.40265
item_735,-1.20338,1.71877,2.75243
item_736,-4.79243,2.29862,-1.19174
item_737,-1.40725,1.39108,3.40848
item_738,-4.60578,2.25198,-0.961216
item_739,-6.36754,-3.26032,2.31709
item_740,-4.80282,2.13233,-1.32294
item_741,-0.962576,1.27842,3.86186
item_742,1.18544,0.65873,-5.07337
item_743,0.17047,0.237932,-5.69901
item_744,4.31697,-0.296497,5.30819
item_745,1.48872,0.158991,-4.023
item_746,4.17504,-0.0641835,5.07364
item_747,0.911677,0.6261,-3.83455
item_748,-2.81026,-5.78367,0.700089
item_749,-1.43435,1.08357,4.46406
item_750,0.970336,1.40977,-5.2169
item_751,2.66162,-0.205103,-4.00128
item_752,0.104848,-0.107284,3.49009
item_753,-1.13579,0.820502,4.93363
item_754,2.776,2.17371,-4.84325
item_755,1.13193,0.664169,-3.88138
item_756,1.21908,1.27438,-5.08294
item_757,-0.809216,1.90614,2.41055
item_758,0.0943406,-0.316447,3.22354
item_759,-1.0483,1.78596,2.67408
item_760,-4.80088,2.26848,-1.21027
item_761,-1.45302,0.422351,4.38951
item_762,-0.68843,2.91288,2.29681
item_763,-5.00448,0.867284,-2.14607
item_764,1.21865,0.0633831,-4.91869
item_765,1.52485,-2.12358,-4.88499
item_766,-3.82046,-4.99777,1.42269
item_767,-1.05676,2.10068,2.83785
item_768,-0.335105,1.34453,5.07899
item_769,-0.578438,0.00926009,3.88843
item_770,-0.780214,3.01625,2.42574
item_771,-5.69986,0.304964,-2.96468
item_772,0.103632,-0.323268,2.96127
item_773,1.04841,0.583621,-5.14687
item_774,3.23761,1.20435,-4.09106
item_775,3.04537,3.033,3.21305
item_776,0.946547,-1.10993,2.7256
item_777,2.32364,-0.323736,5.07835
item_778,-0.724869,2.50604,2.73652
item_779,1.10284,-0.617995,-4.44463
item_780,-3.19713,-5.75584,1.19524
item_781,-6.74344,-3.02231,1.74114
item_782,4.34379,-0.253788,5.35946
item_783,1.10356,0.00214343,-5.03478
item_784,-3.17149,-5.75029,1.20545
item_785,-0.916891,2.45414,2.92993
item_786,-4.70369,2.33181,-1.04415
item_787,2.49516,-0.846783,-4.15203
item_788,4.34612,-0.517735,5.47084
item_789,0.411624,-1.25071,-4.07477
item_790,-0.144867,1.29695,4.95288
item_791,4.54576,-1.34792,5.68518
item_792,-0.881929,3.01386,2.3996
item_793,-1.51714,0.709991,3.91763
item_794,1.35607,0.735887,-4.95099
item_795,-4.28245,2.32158,-0.813111
item_796,3.00764,2.38594,-4.29726
item_797,-1.15825,2.24201,2.67584
item_798,0.309543,0.897824,-5.06155
item_799,3.21627,0.00691251,-3.65499
item_800,0.115287,0.0316757,3.79405
item_801,1.1272,0.0644282,-4.74109
item_802,3.36418,3.6485,2.17051
item_803,-4.87289,1.04168,-2.02346
item_804,3.03731,2.41098,-4.39506
item_805,0.263856,-1.64303,-5.47759
item_806,0.108978,0.0592799,3.75593
item_807,1.16587,-0.0386323,-4.51901
item_808,3.24006,3.57683,2.00981
item_809,-1.56565,1.18495,4.43906
item_810,-3.80005,-5.38135,1.38553
item_811,-4.69779,0.86178,-1.76015
item_812,0.112788,1.81005,4.89071
item_813,1.43333,-1.37214,-4.4861
item_814,3.27676,3.56386,2.16477
item_815,1.90184,3.61691,1.98147
item_816,-0.0494913,0.0664072,4.00242
item_817,-4.46286,1.55718,-1.45131
item_818,-0.986107,3.4248,2.57041
item_819,3.2831,-1.1472,5.65344
item_820,3.36261,1.25472,-4.41696
item_821,2.41531,-1.39909,-4.53532
item_822,-2.30511,-5.92117,0.657546
item_823,1.55911,1.72888,-4.3774
item_824,-0.770534,3.01309,2.26996
item_825,3.09122,0.386018,-3.4881
item_826,4.01219,-0.0797023,4.96868
item_827,1.32249,-2.61944,-5.11878
item_828,1.61717,1.53693,-4.82829
item_829,0.702351,-2.55463,-5.43048
item_830,-4.61442,2.16194,-1.00601
item_831,1.68359,3.48216,1.78191
item_832,-0.741183,2.94626,2.37305
item_833,-0.378379,1.23375,4.7102
item_834,-3.73325,-5.24611,1.38296
item_835,0.108932,0.179614,-4.69633
item_836,-3.22735,-5.74976,1.23934
item_837,-0.769517,0.144836,3.65216
item_838,0.0161954,0.0287212,3.94081
item_839,-7.06791,-3.57836,1.83448
item_840,3.21571,2.24332,-4.42423
item_841,-1.43398,1.52339,4.96142
item_842,-4.61689,2.17632,-1.35394
item_843,1.08227,-1.88648,-4.76079
item_844,0.0534243,2.27132,4.57055
item_845,2.86909,2.80504,3.23255
item_846,0.171575,-0.136075,3.48195
item_847,-4.20453,0.922479,-1.12128
item_848,0.06101,0.656047,-5.60838
item_849,0.815868,-2.48613,-5.45402
item_850,3.42875,-0.00368636,5.24456
item_851,-5.06978,1.80428,-1.70631
item_852,0.0884688,0.466517,-5.73724
item_853,-4.00399,1.89096,-0.94376
item_854,2.59556,2.08419,-4.80578
item_855,1.71843,-1.40897,-4.45735
item_856,0.249945,0.308377,-5.65379
item_857,-0.916353,1.60213,4.9613
item_858,0.351673,1.50554,4.93398
item_859,-1.12014,2.68807,2.31701
item_860,4.00606,-0.297274,5.10672
item_861,3.69077,-0.552489,5.4587
item_862,0.0869608,1.71378,4.8683
item_863,2.44863,3.01501,1.79573
item_864,3.32624,3.63757,1.97652
item_865,2.17025,1.64822,-4.10177
item_866,-0.742848,3.09965,2.45668
item_867,2.29647,2.69698,2.68424
item_868,0.0550752,1.84498,4.97892
item_869,3.5625,0.531634,-4.30486
item_870,3.32879,-0.0071001,5.23713
item_871,-6.5976,-2.52672,2.58953
item_872,-3.36034,-5.65279,1.13028
item_873,4.0068,-1.92493,5.45423
item_874,2.85182,2.86044,3.11173
item_875,-0.985999,0.73784,4.96755
item_876,-1.16788,0.543041,4.68419
item_877,-1.5662,1.51252,3.18286
item_878,0.495658,-1.1723,-5.44861
item_879,-1.36298,1.71169,4.92269
item_880,0.994082,-1.72664,1.5278
item_881,3.27888,1.69919,-4.29872
item_882,-4.80943,1.79049,-1.45611
item_883,0.832907,-2.53413,-5.37024
item_884,3.27966,0.415413,-4.78613
item_885,2.39775,1.93664,-3.26293
item_886,-0.895779,3.03174,2.25354
item_887,-1.29669,0.263275,3.88299
item_888,1.17422,0.797756,-5.182
item_889,2.96374,0.81897,-3.72104
item_890,4.12098,-0.0575439,4.94421
item_891,-0.787644,1.20966,4.4701
item_892,-3.31006,-5.7087,1.13882
item_893,-3.34626,1.34663,-0.982522
item_894,2.91159,3.00991,3.32768
item_895,0.508029,0.97619,-4.47311
item_896,-0.352906,1.13932,4.54272
item_897,0.600689,1.256,-5.46394
item_898,0.184566,0.436089,-5.64957
item_899,2.82678,0.172464,-3.49647
item_900,1.08624,-1.42979,2.2311
item_901,1.08519,0.5613,-3.86118
item_902,-4.75436,2.27882,-1.22036
item_903,3.59412,-0.802462,5.51197
item_904,3.92313,0.102502,4.871
item_905,3.19027,-0.271476,-3.95745
item_906,-2.74804,-5.74155,0.608291
item_907,0.392826,-2.05459,-4.71089
item_908,3.39501,3.15146,2.91437
item_909,2.8844,-0.751287,-4.86203
item_910,-0.066199,1.46001,4.75216
item_911,-5.48404,0.982443,-2.11408
item_912,2.86981,2.18653,-4.85545
item_913,-0.269943,-0.295187,2.73838
item_914,-0.506082,3.01487,1.85234
item_915,0.307992,-1.58566,-5.25496
item_916,1.11701,-1.49227,2.03471
item_917,-0.905671,0.189825,3.40549
item_918,3.58961,3.52141,2.80899
item_919,2.65314,2.1796,-4.03047
item_920,-3.11135,-5.89151,1.07714
item_921,-5.06928,-3.83868,1.77183
item_922,0.895782,-1.46152,2.10175
item_923,-3.79075,1.68669,-0.597434
item_924,-0.688688,2.97459,2.20398
item_925,-1.21807,0.0648941,4.12996
item_926,-0.776585,2.83204,2.30517
item_927,0.807368,-2.29614,-5.45965
item_928,3.383,-0.0571361,5.30068
item_929,3.49212,1.2778,-4.39472
item_930,1.13237,0.516618,-5.20669
item_931,1.30299,0.882741,-5.06528
item_932,3.56459,3.48409,2.90501
item_933,1.32897,-1.53484,-4.37259
item_934,2.71229,1.55675,-4.90821
item_935,3.61182,0.837925,-4.50374
item_936,1.24952,-1.5718,1.72671
item_937,2.80416,0.361151,-3.35339
item_938,0.383341,1.36933,-5.3853
item_939,1.45874,3.2233,1.78731
item_940,-4.1352,2.36367,-0.572214
item_941,0.57895,-1.72539,-4.34285
item_942,-3.1588,-5.95736,0.996186
item_943,3.16788,0.464147,-4.82579
item_944,3.27733,0.37054,4.73187
item_945,-5.42883,0.981359,-2.27386
item_946,-0.0222803,0.908934,-5.01359
item_947,0.94641,2.98898,2.34993
item_948,0.975301,-1.65901,1.5887
item_949,2.72364,2.22262,-4.02883
item_950,3.86877,-0.295215,5.16939
item_951,2.69764,0.183948,-3.33675
item_952,-2.81837,-5.9168,0.809015
item_953,3.0766,-0.865697,5.64277
item_954,-0.938555,1.74795,4.36815
item_955,3.32248,1.68187,-4.37427
item_956,-4.47391,2.25634,-0.864112
item_957,-0.453885,0.0399646,3.48515
item_958,3.15855,0.125895,5.06842
item_959,-1.202,1.1958,3.45753
item_960,-3.16946,-5.45031,1.1473
item_961,-0.620842,-0.197587,3.05286
item_962,-3.08507,-5.96658,1.02635
item_963,3.55324,0.377509,-4.14037
item_964,-0.971888,3.50737,2.60789
item_965,0.454051,-0.428994,2.91098
item_966,4.23711,-0.101418,5.17966
item_967,-5.0295,0.83363,-2.08494
item_968,0.20017,0.470361,-5.67387
item_969,2.70002,0.154403,-3.30495
item_970,3.47365,1.5454,-4.83063
item_971,-0.631081,0.11146,3.64506
item_972,2.37719,2.40117,-4.79008
item_973,-0.809994,1.91789,2.57061
item_974,-4.40346,2.30109,-0.779792
item_975,1.16592,-1.54154,-4.39346
item_976,-0.549018,0.947764,5.08872
item_977,-0.936521,2.19955,2.67016
item_978,-4.40711,2.30052,-0.769933
item_979,-6.66336,-2.72636,2.00378
item_980,3.30413,0.0946262,5.03535
item_981,1.12994,0.529206,-3.88951
item_982,3.07071,2.04327,-4.85524
item_983,-7.07497,-3.09834,2.25603
item_984,-0.634279,1.8119,4.39109
item_985,4.02766,-2.01842,5.49917
item_986,1.09433,-1.44747,2.22086
item_987,-5.57522,0.56626,-2.72466
item_988,0.566755,1.25801,-5.32261
item_989,0.277741,-1.48325,-4.8925
item_990,3.47399,3.37779,2.94663
item_991,0.97305,-2.35621,-5.30592
item_992,0.47824,0.18017,-5.50736
item_993,-0.803646,0.426467,4.84887
item_994,-3.14718,-5.96598,0.998328
item_995,3.43351,-0.133335,-4.32515
item_996,2.7161,1.40903,-5.06845
item_997,-4.04436,1.48136,-1.21637
item_998,3.95323,-0.000614884,4.94095
item_999,-0.467987,0.486874,4.96776
item_1000,-4.21071,2.30095,-0.627329
item_1001,3.04095,-0.789895,5.63775
item_1002,2.71001,1.84913,-4.92781
item_1003,-7.08083,-3.7107,2.22929
item_1004,-2.7037,-5.99649,0.838796
item_1005,1.01538,-1.68562,-5.14221
item_1006,1.2847,1.13898,-5.02543
item_1007,0.455577,-2.05217,-4.74719
item_1008,-1.23168,1.77682,4.16552
item_1009,0.44093,-0.0661851,-5.45249
item_1010,1.23858,-1.54095,1.72861
item_1011,2.95457,2.95626,3.17601
item_1012,3.23473,3.3817,3.14157
item_1013,-4.88773,-4.50072,1.88844
item_1014,-0.513866,3.1036,1.782
item_1015,2.2772,-1.38026,-4.47976
item_1016,4.20172,-0.0519104,5.13663
item_1017,-1.17371,1.76561,2.98954
item_1018,-3.3226,-5.85959,1.01041
item_1019,3.15171,-1.58102,5.54652
item_1020,2.76826,0.520635,-4.91964
item_1021,-4.10887,1.48225,-0.736305
item_1022,-0.188735,1.621,4.90193
item_1023,3.12751,1.27457,-3.80128
item_1024,2.78349,1.50437,-4.88469
item_1025,-1.15641,0.559758,3.20471
item_1026,-1.02753,3.31406,2.51007
item_1027,-1.19835,2.03766,2.75046
item_1028,1.60527,1.79949,-4.30418
item_1029,4.54139,-1.95364,5.47409
item_1030,4.21125,-0.133071,5.14024
item_1031,3.51854,3.45814,2.70928
item_1032,-3.71023,-5.2244,0.632319
item_1033,-0.745854,1.54059,4.92241
item_1034,2.87464,3.57371,3.07268
item_1035,2.74797,2.86477,2.97059
item_1036,-0.446261,2.58659,2.9028
item_1037,1.60494,2.44263,-4.8376
item_1038,0.357752,1.43983,-5.14915
item_1039,0.649755,-1.80886,-4.47954
item_1040,0.836068,-1.09109,2.60555
item_1041,4.6359,-1.62278,5.69529
item_1042,-4.46328,2.0726,-0.752855
item_1043,2.99748,0.427882,-3.42263
item_1044,2.77614,1.42014,-5.05813
item_1045,-5.01951,-4.10351,1.18758
item_1046,-0.753574,2.04792,3.3902
item_1047,3.35428,-1.74723,5.6222
item_1048,3.10124,2.09187,-4.15583
item_1049,3.16228,3.0766,2.44675
item_1050,4.5097,-0.614145,5.13935
item_1051,0.328919,-1.37347,-4.49146
item_1052,-2.94987,-5.65686,0.662405
item_1053,-7.30636,-3.44019,2.14373
item_1054,2.92674,3.5393,3.10036
item_1055,3.54882,0.582403,-4.46655
item_1056,0.472198,1.61788,4.30201
item_1057,1.3748,-1.5053,-4.40447
item_1058,2.30328,2.47785,-4.76267
item_1059,1.36096,3.30557,1.94505
item_1060,-0.98932,3.03288,2.93234
item_1061,-6.62961,-3.38951,1.58885
item_1062,1.26094,1.59826,-4.68012
item_1063,-0.170998,0.0422125,3.15084
item_1064,-1.24496,2.05483,2.40511
item_1065,-1.39697,1.19457,3.49112
item_1066,-4.38668,-5.16521,1.54021
item_1067,1.47937,2.33879,-4.89742
item_1068,-0.735546,2.24965,2.94014
item_1069,-1.44931,1.67565,4.88944
item_1070,-2.23556,-6.00489,0.670144
item_1071,-3.78051,1.95071,-0.420463
item_1072,0.906301,-1.04014,2.74023
item_1073,3.02398,0.165078,-4.42357
item_1074,0.128297,1.23264,-5.31543
item_1075,1.32719,3.06066,1.9669
item_1076,4.24862,-0.395517,4.67519
item_1077,3.03851,-1.63913,5.49825
item_1078,0.242348,1.81274,4.41378
item_1079,4.61883,-1.3938,5.73126
item_1080,-4.03721,-4.7117,1.19082
item_1081,-3.72045,-5.30252,0.884005
item_1082,-4.33972,-4.81775,1.01357
item_1083,3.22845,2.2886,-4.46102
item_1084,1.10518,0.0808609,-5.22388
item_1085,-6.76093,-3.47359,2.24254
item_1086,-3.22472,-5.79118,1.02004
item_1087,-1.59172,1.58578,3.10035
item_1088,0.221157,-0.503652,3.01001
item_1089,1.29351,1.21461,-4.42532
item_1090,1.04324,-1.3786,2.33961
item_1091,4.51551,-1.02159,5.67471
item_1092,-4.93551,1.81431,-1.17089
item_1093,-4.51061,1.3633,-1.562
item_1094,4.35986,-0.386612,5.43561
item_1095,1.04497,-1.34121,-4.41753
item_1096,-3.93113,-5.30497,0.855181
item_1097,3.12487,3.53295,2.41733
item_1098,0.0223878,0.830297,4.85277
item_1099,1.06913,-1.07027,-4.48335
item_1100,0.00876653,1.36152,-5.1532
item_1101,-3.79833,1.69325,-0.594839
item_1102,-0.935613,2.33528,2.76015
item_1103,4.62795,-1.59063,5.6822
item_1104,1.28082,1.22884,-4.85402
item_1105,-0.500236,0.100879,3.50197
item_1106,-0.747438,2.17742,2.98617
item_1107,2.42641,1.94289,-3.3127
item_1108,4.08842,-0.322097,5.41188
item_1109,-0.881446,-0.123801,4.75086
item_1110,0.819371,-0.909239,2.87501
item_1111,1.07833,-1.09707,-4.41115
item_1112,-4.10033,2.30185,-0.536074
item_1113,1.38915,-0.161255,-4.58905
item_1114,-4.28742,1.99829,-0.676483
item_1115,3.43918,0.530911,-4.47077
item_1116,-2.69165,-5.91575,0.775821
item_1117,0.681877,-1.80775,-4.54202
item_1118,-4.46099,2.10571,-0.767429
item_1119,-5.48896,-4.20494,2.17156
item_1120,0.497377,1.78325,4.42176
item_1121,-1.45078,0.668035,3.38257
item_1122,4.31258,-0.414722,4.58952
item_1123,1.7719,0.132885,-4.36924
item_1124,-2.33315,-6.0188,0.669601
item_1125,3.44,3.17985,2.93539
item_1126,2.6949,1.55253,-4.99404
item_1127,2.73799,1.97195,-3.99977
item_1128,4.32844,-0.393436,4.89371
item_1129,3.22498,-1.43299,5.64681
item_1130,3.24106,3.53142,2.94249
item_1131,-1.28126,1.45236,4.94359
item_1132,-2.96309,-5.9243,0.844778
item_1133,-5.5061,-4.20997,2.18298
item_1134,0.151135,1.32748,-5.23335
item_1135,3.00666,2.94838,2.36905
item_1136,0.978422,-1.19094,2.675
item_1137,-3.88409,1.67914,-0.737915
item_1138,3.13761,0.00503189,5.23407
item_1139,2.75615,0.287039,-3.68354
item_1140,-4.67269,2.08197,-0.901045
item_1141,3.43427,3.56378,2.37257
item_1142,-1.05725,0.99675,3.52125
item_1143,1.25287,0.856232,-4.97315
item_1144,1.17846,3.08887,1.94891
item_1145,-1.54595,1.43095,4.87945
item_1146,-0.334732,1.65083,4.8225
item_1147,-4.54451,1.3816,-0.970355
item_1148,1.28389,0.941067,-5.04739
item_1149,-5.37824,-3.75177,1.25754
item_1150,-3.8256,1.53904,-0.603038
item_1151,-1.41402,0.75304,4.87118
item_1152,-0.238885,1.88719,4.37649
item_1153,3.57435,-1.42094,5.72733
item_1154,2.29828,2.43861,-4.78046
item_1155,3.26777,1.27474,-3.99622
item_1156,-2.55546,-5.97393,0.754188
item_1157,3.1502,-0.0527838,-3.68315
item_1158,2.74399,1.55008,-4.96052
item_1159,-1.52687,0.440059,4.44629
item_1160,-4.64748,2.17523,-0.783902
item_1161,0.691948,-2.44444,-5.62588
item_1162,1.44972,1.20386,-4.83326
item_1163,-0.740649,-0.22367,4.69345
item_1164,0.0869594,1.29116,-5.30865
item_1165,0.674199,-2.02622,-4.94632
item_1166,3.1691,3.34277,2.69022
item_1167,2.98396,0.457079,-3.42068
item_1168,1.30374,1.35674,-4.93016
item_1169,3.04657,-0.760974,5.59227
item_1170,1.35157,1.23653,-4.58885
item_1171,-0.923469,0.873464,3.83627
item_1172,0.089188,1.32422,-5.26853
item_1173,0.548088,-2.14435,-4.96842
item_1174,1.52061,1.83863,-4.4285
item_1175,-5.65076,-3.71246,1.41658
item_1176,2.95065,3.55985,2.77629
item_1177,0.210784,-1.22047,-5.39223
item_1178,1.09133,0.206313,-4.62541
item_1179,-1.19483,1.59149,5.08748
item_1180,3.63539,-0.323703,5.14972
item_1181,0.295276,0.470566,-4.66929
item_1182,-4.1583,-4.67704,1.56013
item_1183,-4.20482,2.3673,-0.776224
item_1184,2.98959,3.53183,2.25362
item_1185,-4.85456,2.05664,-1.162
item_1186,0.341414,1.57929,4.48805
item_1187,2.74951,-0.543515,-4.24038
item_1188,0.0552674,0.147373,-5.2092
item_1189,2.6393,3.19485,1.91632
item_1190,-4.99521,1.25011,-2.07597
item_1191,4.76126,-1.49541,4.66829
item_1192,2.96322,0.437195,-4.50782
item_1193,-7.19713,-3.26154,2.24719
item_1194,-0.437328,2.66673,2.04239
item_1195,1.15167,-2.45871,-4.96366
item_1196,2.99871,0.0635183,5.05642
item_1197,0.721154,-2.38623,-5.61196
item_1198,-4.25019,-4.51286,1.57638
item_1199,0.45442,-1.97924,-4.77607
item_1200,2.83784,3.48509,2.01135
item_1201,-6.24452,-3.66704,1.56203
item_1202,-0.278896,2.00954,3.49504
item_1203,-4.87512,2.18159,-1.06539
item_1204,0.26454,0.280236,-4.84582
item_1205,-4.50301,1.28258,-1.59312
item_1206,2.83077,1.857,-4.78947
item_1207,-0.844624,-0.0417025,4.06563
item_1208,-0.63805,2.38135,2.85766
item_1209,3.14294,0.0786839,-4.4539
item_1210,4.05434,-0.287882,5.01822
item_1211,-0.556909,0.166971,3.7497
item_1212,-3.81931,-4.89126,1.40224
item_1213,0.93221,-1.80129,-5.1867
item_1214,2.8109,3.63798,1.60405
item_1215,-0.729432,2.42148,2.9129
item_1216,0.28228,0.374761,-5.63199
item_1217,2.71163,-0.136401,-4.38505
item_1218,2.97889,1.48003,-4.70717
item_1219,-1.17051,1.58513,4.86963
item_1220,-0.471905,2.81881,1.87877
item_1221,0.331799,-1.31299,-4.33953
item_1222,1.19306,0.32847,-4.68426
item_1223,-0.286317,0.135709,4.54861
item_1224,-0.784574,1.86561,2.27444
item_1225,-5.16221,1.4699,-1.79638
item_1226,3.04903,0.271136,-4.36964
item_1227,-1.31535,1.27412,4.84494
item_1228,0.364822,1.00255,-4.46983
item_1229,-3.94172,1.7261,-0.533151
item_1230,3.02446,1.29605,-3.86438
item_1231,-6.59397,-3.56027,1.52444
item_1232,2.85216,0.151596,-4.38804
item_1233,0.43572,-1.24978,-4.21875
item_1234,0.356395,1.77277,4.27551
item_1235,0.0516849,1.17813,4.81108
item_1236,1.49935,1.57117,-4.53351
item_1237,-0.926914,1.35053,3.7133
item_1238,-1.26203,1.96774,3.05481
item_1239,-7.40994,-3.58386,1.99634
item_1240,1.21396,0.468926,-5.09169
item_1241,-3.87718,1.79739,-0.733086
item_1242,0.347072,1.526,4.35684
item_1243,-6.43131,-3.36124,1.54077
item_1244,-4.56862,-3.79814,1.58156
item_1245,1.10502,-0.082194,-4.57724
item_1246,0.486199,-1.08518,2.47322
item_1247,2.08993,3.61,2.05667
item_1248,-1.25617,1.71315,2.54826
item_1249,4.14991,-0.328075,4.72625
item_1250,2.71938,3.59952,1.71796
item_1251,1.48732,1.45918,-4.20205
item_1252,2.85582,0.173404,-3.54647
item_1253,-7.23991,-3.66147,1.89947
item_1254,0.517882,-0.215607,-5.05241
item_1255,-1.352,1.49446,3.28823
item_1256,2.71921,3.60233,1.74774
item_1257,0.581858,-1.4525,-4.17678
item_1258,-4.40538,1.42349,-1.64096
item_1259,0.264145,-1.49629,-5.21157
item_1260,-4.44066,-3.87656,1.56529
item_1261,-1.88968,0.955951,4.23476
item_1262,0.81573,-0.126237,-4.63077
item_1263,2.28985,3.74323,1.83635
item_1264,0.414888,-0.79771,2.56092
item_1265,2.56753,2.97874,2.49711
item_1266,0.404425,-0.941003,2.37964
item_1267,-5.48157,0.87411,-2.00705
item_1268,-0.586663,2.26066,2.75804
item_1269,2.96015,-0.283631,5.22973
item_1270,-5.13203,1.00203,-1.9064
item_1271,-6.43681,-2.94761,2.32296
item_1272,0.442289,0.170408,-4.91119
item_1273,1.12233,-0.131679,-5.20562
item_1274,0.480626,-0.0633911,-5.0287
item_1275,1.38786,1.84443,-4.95869
item_1276,0.719106,0.187344,-4.93224
item_1277,4.55304,-1.46303,4.83147
item_1278,-4.29825,-4.13088,1.55053
item_1279,-4.93195,1.00509,-1.68935
item_1280,-0.80143,2.04015,2.5908
item_1281,0.100344,0.494713,-4.79833
item_1282,3.08172,0.68003,-3.64949
item_1283,-1.45821,1.16596,3.7487
item_1284,1.02732,-1.40352,1.93691
item_1285,1.61649,1.74543,-4.30727
item_1286,1.00717,-1.37563,2.02629
item_1287,1.41096,-0.179325,-4.28017
item_1288,-4.48598,-3.83813,1.57892
item_1289,-0.220982,-0.572488,2.60059
item_1290,-0.75461,2.19437,3.0108
item_1291,-1.45481,0.296585,4.3657
item_1292,1.23234,0.300857,-4.79843
item_1293,1.5527,1.60931,-4.36317
